month,year,Reporting.Area,average_temp
12,2020,WYOMING,28.8
1,2021,ALABAMA,46.2
1,2021,ARIZONA,42.3
1,2021,ARKANSAS,42
1,2021,CALIFORNIA,45.5
1,2021,COLORADO,26.7
1,2021,CONNECTICUT,31.4
1,2021,DELAWARE,38
1,2021,FLORIDA,58.2
1,2021,GEORGIA,47
1,2021,IDAHO,26.4
1,2021,ILLINOIS,31.2
1,2021,INDIANA,32
1,2021,IOWA,25.6
1,2021,KANSAS,35
1,2021,KENTUCKY,36.5
1,2021,LOUISIANA,50.8
1,2021,MAINE,24.4
1,2021,MARYLAND,36.8
1,2021,MASSACHUSETTS,31
1,2021,MICHIGAN,26.8
1,2021,MINNESOTA,19.6
1,2021,MISSISSIPPI,46.9
1,2021,MISSOURI,35
1,2021,MONTANA,27.6
1,2021,NEBRASKA,30.2
1,2021,NEVADA,33
1,2021,NEW HAMPSHIRE,25.5
1,2021,NEW JERSEY,35.4
1,2021,NEW MEXICO,35
1,2021,NEW YORK,26.9
1,2021,NORTH CAROLINA,41.4
1,2021,NORTH DAKOTA,22.2
1,2021,OHIO,32.2
1,2021,OKLAHOMA,40.4
1,2021,OREGON,34.5
1,2021,PENNSYLVANIA,30.7
1,2021,RHODE ISLAND,33.6
1,2021,SOUTH CAROLINA,45.8
1,2021,SOUTH DAKOTA,27.4
1,2021,TENNESSEE,39.6
1,2021,TEXAS,47.9
1,2021,UTAH,27.6
1,2021,VERMONT,23.8
1,2021,VIRGINIA,37.5
1,2021,WASHINGTON,34.2
1,2021,WEST VIRGINIA,33.4
1,2021,WISCONSIN,22.2
1,2021,WYOMING,24
2,2021,ALABAMA,46.6
2,2021,ARIZONA,44.6
2,2021,ARKANSAS,38
2,2021,CALIFORNIA,46.4
2,2021,COLORADO,25.7
2,2021,CONNECTICUT,28.8
2,2021,DELAWARE,35.8
2,2021,FLORIDA,61.2
2,2021,GEORGIA,48.6
2,2021,IDAHO,26
2,2021,ILLINOIS,25
2,2021,INDIANA,27.1
2,2021,IOWA,18.2
2,2021,KANSAS,29
2,2021,KENTUCKY,34
2,2021,LOUISIANA,49.2
2,2021,MAINE,20
2,2021,MARYLAND,34.8
2,2021,MASSACHUSETTS,28.2
2,2021,MICHIGAN,21.2
2,2021,MINNESOTA,12.4
2,2021,MISSISSIPPI,45.6
2,2021,MISSOURI,29
2,2021,MONTANA,20.2
2,2021,NEBRASKA,22.8
2,2021,NEVADA,34.6
2,2021,NEW HAMPSHIRE,21.8
2,2021,NEW JERSEY,32.9
2,2021,NEW MEXICO,36.1
2,2021,NEW YORK,22.8
2,2021,NORTH CAROLINA,41.4
2,2021,NORTH DAKOTA,13.4
2,2021,OHIO,28
2,2021,OKLAHOMA,35.6
2,2021,OREGON,34.2
2,2021,PENNSYLVANIA,27.9
2,2021,RHODE ISLAND,31.2
2,2021,SOUTH CAROLINA,46.5
2,2021,SOUTH DAKOTA,19.6
2,2021,TENNESSEE,38.6
2,2021,TEXAS,45.6
2,2021,UTAH,30.2
2,2021,VERMONT,19.6
2,2021,VIRGINIA,36.6
2,2021,WASHINGTON,33
2,2021,WEST VIRGINIA,32
2,2021,WISCONSIN,15.4
2,2021,WYOMING,20.4
3,2021,ALABAMA,53.2
3,2021,ARIZONA,48
3,2021,ARKANSAS,45
3,2021,CALIFORNIA,47.8
3,2021,COLORADO,30.2
3,2021,CONNECTICUT,33.9
3,2021,DELAWARE,41.5
3,2021,FLORIDA,65.8
3,2021,GEORGIA,54.7
3,2021,IDAHO,30
3,2021,ILLINOIS,33.4
3,2021,INDIANA,34.8
3,2021,IOWA,27.4
3,2021,KANSAS,36
3,2021,KENTUCKY,41.4
3,2021,LOUISIANA,55
3,2021,MAINE,24
3,2021,MARYLAND,40.7
3,2021,MASSACHUSETTS,33
3,2021,MICHIGAN,27.1
3,2021,MINNESOTA,21.1
3,2021,MISSISSIPPI,52.2
3,2021,MISSOURI,37.2
3,2021,MONTANA,24.9
3,2021,NEBRASKA,29.6
3,2021,NEVADA,37.4
3,2021,NEW HAMPSHIRE,26.4
3,2021,NEW JERSEY,38.1
3,2021,NEW MEXICO,41
3,2021,NEW YORK,28.4
3,2021,NORTH CAROLINA,47.4
3,2021,NORTH DAKOTA,20.8
3,2021,OHIO,35
3,2021,OKLAHOMA,42.6
3,2021,OREGON,36.2
3,2021,PENNSYLVANIA,33.6
3,2021,RHODE ISLAND,35.6
3,2021,SOUTH CAROLINA,52.4
3,2021,SOUTH DAKOTA,26.1
3,2021,TENNESSEE,45.5
3,2021,TEXAS,51.6
3,2021,UTAH,35.3
3,2021,VERMONT,24.8
3,2021,VIRGINIA,42.6
3,2021,WASHINGTON,35.5
3,2021,WEST VIRGINIA,38.6
3,2021,WISCONSIN,23.8
3,2021,WYOMING,24.8
4,2021,ALABAMA,60.6
4,2021,ARIZONA,55.4
4,2021,ARKANSAS,56.7
4,2021,CALIFORNIA,53.2
4,2021,COLORADO,39.4
4,2021,CONNECTICUT,44
4,2021,DELAWARE,51.4
4,2021,FLORIDA,68.8
4,2021,GEORGIA,61
4,2021,IDAHO,38.4
4,2021,ILLINOIS,49.4
4,2021,INDIANA,48.9
4,2021,IOWA,45.8
4,2021,KANSAS,50.2
4,2021,KENTUCKY,52.5
4,2021,LOUISIANA,63.6
4,2021,MAINE,36.4
4,2021,MARYLAND,51
4,2021,MASSACHUSETTS,43
4,2021,MICHIGAN,41
4,2021,MINNESOTA,38.9
4,2021,MISSISSIPPI,61
4,2021,MISSOURI,52.1
4,2021,MONTANA,38.2
4,2021,NEBRASKA,44.8
4,2021,NEVADA,44.2
4,2021,NEW HAMPSHIRE,38.2
4,2021,NEW JERSEY,48.4
4,2021,NEW MEXICO,49
4,2021,NEW YORK,40.4
4,2021,NORTH CAROLINA,55.6
4,2021,NORTH DAKOTA,38.2
4,2021,OHIO,48.1
4,2021,OKLAHOMA,55.7
4,2021,OREGON,42.7
4,2021,PENNSYLVANIA,45
4,2021,RHODE ISLAND,44.6
4,2021,SOUTH CAROLINA,59.8
4,2021,SOUTH DAKOTA,41.5
4,2021,TENNESSEE,54.9
4,2021,TEXAS,61.6
4,2021,UTAH,42.9
4,2021,VERMONT,37
4,2021,VIRGINIA,51.9
4,2021,WASHINGTON,43.2
4,2021,WEST VIRGINIA,48.4
4,2021,WISCONSIN,40.9
4,2021,WYOMING,35
5,2021,ALABAMA,65.5
5,2021,ARIZONA,64.6
5,2021,ARKANSAS,62.5
5,2021,CALIFORNIA,61.4
5,2021,COLORADO,48
5,2021,CONNECTICUT,53.3
5,2021,DELAWARE,59.3
5,2021,FLORIDA,72.9
5,2021,GEORGIA,65.7
5,2021,IDAHO,45.9
5,2021,ILLINOIS,56.8
5,2021,INDIANA,55.8
5,2021,IOWA,54.2
5,2021,KANSAS,57.2
5,2021,KENTUCKY,58.4
5,2021,LOUISIANA,68.6
5,2021,MAINE,48
5,2021,MARYLAND,58.6
5,2021,MASSACHUSETTS,52.7
5,2021,MICHIGAN,49.6
5,2021,MINNESOTA,48.6
5,2021,MISSISSIPPI,66
5,2021,MISSOURI,58.3
5,2021,MONTANA,44.5
5,2021,NEBRASKA,52.4
5,2021,NEVADA,53.2
5,2021,NEW HAMPSHIRE,49.2
5,2021,NEW JERSEY,56.8
5,2021,NEW MEXICO,58
5,2021,NEW YORK,50.2
5,2021,NORTH CAROLINA,61.9
5,2021,NORTH DAKOTA,46.6
5,2021,OHIO,55.1
5,2021,OKLAHOMA,61.7
5,2021,OREGON,49.2
5,2021,PENNSYLVANIA,53.2
5,2021,RHODE ISLAND,53.6
5,2021,SOUTH CAROLINA,65.4
5,2021,SOUTH DAKOTA,49.2
5,2021,TENNESSEE,60.2
5,2021,TEXAS,67.8
5,2021,UTAH,52.3
5,2021,VERMONT,48.2
5,2021,VIRGINIA,58.8
5,2021,WASHINGTON,49.7
5,2021,WEST VIRGINIA,54.8
5,2021,WISCONSIN,49.8
5,2021,WYOMING,43.4
6,2021,ALABAMA,73.2
6,2021,ARIZONA,74.4
6,2021,ARKANSAS,71.8
6,2021,CALIFORNIA,69.7
6,2021,COLORADO,59.3
6,2021,CONNECTICUT,63.6
6,2021,DELAWARE,68.6
6,2021,FLORIDA,78.4
6,2021,GEORGIA,73.2
6,2021,IDAHO,57.4
6,2021,ILLINOIS,67.6
6,2021,INDIANA,66.1
6,2021,IOWA,66.2
6,2021,KANSAS,68.9
6,2021,KENTUCKY,67.9
6,2021,LOUISIANA,76.4
6,2021,MAINE,58.8
6,2021,MARYLAND,67.6
6,2021,MASSACHUSETTS,63.4
6,2021,MICHIGAN,60.8
6,2021,MINNESOTA,62.5
6,2021,MISSISSIPPI,74.1
6,2021,MISSOURI,68.6
6,2021,MONTANA,57
6,2021,NEBRASKA,65.4
6,2021,NEVADA,64.9
6,2021,NEW HAMPSHIRE,60.3
6,2021,NEW JERSEY,66.4
6,2021,NEW MEXICO,67.9
6,2021,NEW YORK,60.9
6,2021,NORTH CAROLINA,69.6
6,2021,NORTH DAKOTA,61
6,2021,OHIO,65.2
6,2021,OKLAHOMA,71.6
6,2021,OREGON,58.6
6,2021,PENNSYLVANIA,62.8
6,2021,RHODE ISLAND,64
6,2021,SOUTH CAROLINA,72.8
6,2021,SOUTH DAKOTA,63.6
6,2021,TENNESSEE,69
6,2021,TEXAS,76
6,2021,UTAH,64.6
6,2021,VERMONT,59.6
6,2021,VIRGINIA,67.2
6,2021,WASHINGTON,58.6
6,2021,WEST VIRGINIA,63.9
6,2021,WISCONSIN,62
6,2021,WYOMING,56.8
7,2021,ALABAMA,78.2
7,2021,ARIZONA,81
7,2021,ARKANSAS,78
7,2021,CALIFORNIA,77.4
7,2021,COLORADO,67.8
7,2021,CONNECTICUT,70.2
7,2021,DELAWARE,75.7
7,2021,FLORIDA,81.3
7,2021,GEORGIA,78.2
7,2021,IDAHO,68.4
7,2021,ILLINOIS,74.4
7,2021,INDIANA,73.1
7,2021,IOWA,73.4
7,2021,KANSAS,76.8
7,2021,KENTUCKY,74.6
7,2021,LOUISIANA,81.1
7,2021,MAINE,64.4
7,2021,MARYLAND,75.1
7,2021,MASSACHUSETTS,69.5
7,2021,MICHIGAN,68.2
7,2021,MINNESOTA,70.5
7,2021,MISSISSIPPI,79.4
7,2021,MISSOURI,75.7
7,2021,MONTANA,68.9
7,2021,NEBRASKA,73.9
7,2021,NEVADA,75.2
7,2021,NEW HAMPSHIRE,65.8
7,2021,NEW JERSEY,73.8
7,2021,NEW MEXICO,73.2
7,2021,NEW YORK,67.4
7,2021,NORTH CAROLINA,75.4
7,2021,NORTH DAKOTA,71.6
7,2021,OHIO,72.2
7,2021,OKLAHOMA,78.6
7,2021,OREGON,68.3
7,2021,PENNSYLVANIA,69.9
7,2021,RHODE ISLAND,70.6
7,2021,SOUTH CAROLINA,78
7,2021,SOUTH DAKOTA,73.8
7,2021,TENNESSEE,75.5
7,2021,TEXAS,80.5
7,2021,UTAH,74
7,2021,VERMONT,65.2
7,2021,VIRGINIA,73.9
7,2021,WASHINGTON,67.1
7,2021,WEST VIRGINIA,70.6
7,2021,WISCONSIN,69.4
7,2021,WYOMING,67.4
8,2021,ALABAMA,79.7
8,2021,ARIZONA,80.4
8,2021,ARKANSAS,79.9
8,2021,CALIFORNIA,78.4
8,2021,COLORADO,68.7
8,2021,CONNECTICUT,71.9
8,2021,DELAWARE,77.2
8,2021,FLORIDA,82.2
8,2021,GEORGIA,79.6
8,2021,IDAHO,67.9
8,2021,ILLINOIS,75
8,2021,INDIANA,74.4
8,2021,IOWA,73.2
8,2021,KANSAS,78.4
8,2021,KENTUCKY,76.2
8,2021,LOUISIANA,82.2
8,2021,MAINE,66
8,2021,MARYLAND,77.1
8,2021,MASSACHUSETTS,71.1
8,2021,MICHIGAN,69.8
8,2021,MINNESOTA,70.2
8,2021,MISSISSIPPI,80.8
8,2021,MISSOURI,77
8,2021,MONTANA,68.6
8,2021,NEBRASKA,74.6
8,2021,NEVADA,75.2
8,2021,NEW HAMPSHIRE,67.4
8,2021,NEW JERSEY,75.8
8,2021,NEW MEXICO,72.7
8,2021,NEW YORK,69
8,2021,NORTH CAROLINA,77.4
8,2021,NORTH DAKOTA,71.4
8,2021,OHIO,73.8
8,2021,OKLAHOMA,80.6
8,2021,OREGON,68.9
8,2021,PENNSYLVANIA,71.8
8,2021,RHODE ISLAND,72.5
8,2021,SOUTH CAROLINA,79.6
8,2021,SOUTH DAKOTA,73.9
8,2021,TENNESSEE,77.1
8,2021,TEXAS,81.4
8,2021,UTAH,73.6
8,2021,VERMONT,66.8
8,2021,VIRGINIA,76.2
8,2021,WASHINGTON,67.8
8,2021,WEST VIRGINIA,73
8,2021,WISCONSIN,69.3
8,2021,WYOMING,67.1
9,2021,ALABAMA,76.9
9,2021,ARIZONA,77.2
9,2021,ARKANSAS,77.4
9,2021,CALIFORNIA,74.6
9,2021,COLORADO,64.9
9,2021,CONNECTICUT,69
9,2021,DELAWARE,73.4
9,2021,FLORIDA,81.1
9,2021,GEORGIA,76.8
9,2021,IDAHO,60.5
9,2021,ILLINOIS,72.6
9,2021,INDIANA,71.8
9,2021,IOWA,69.8
9,2021,KANSAS,76.2
9,2021,KENTUCKY,72.8
9,2021,LOUISIANA,79.8
9,2021,MAINE,63.7
9,2021,MARYLAND,73.4
9,2021,MASSACHUSETTS,68.7
9,2021,MICHIGAN,66.2
9,2021,MINNESOTA,65.5
9,2021,MISSISSIPPI,77.9
9,2021,MISSOURI,74.4
9,2021,MONTANA,61.5
9,2021,NEBRASKA,70.9
9,2021,NEVADA,69
9,2021,NEW HAMPSHIRE,64.8
9,2021,NEW JERSEY,72.2
9,2021,NEW MEXICO,70.2
9,2021,NEW YORK,66.1
9,2021,NORTH CAROLINA,74.1
9,2021,NORTH DAKOTA,65.6
9,2021,OHIO,70.8
9,2021,OKLAHOMA,79
9,2021,OREGON,62.9
9,2021,PENNSYLVANIA,68.4
9,2021,RHODE ISLAND,70.1
9,2021,SOUTH CAROLINA,76.7
9,2021,SOUTH DAKOTA,68.8
9,2021,TENNESSEE,73.4
9,2021,TEXAS,80
9,2021,UTAH,67.8
9,2021,VERMONT,64
9,2021,VIRGINIA,72.4
9,2021,WASHINGTON,62
9,2021,WEST VIRGINIA,69.7
9,2021,WISCONSIN,65.2
9,2021,WYOMING,61.1
10,2021,ALABAMA,70.6
10,2021,ARIZONA,67.4
10,2021,ARKANSAS,69.9
10,2021,CALIFORNIA,65.2
10,2021,COLORADO,55.1
10,2021,CONNECTICUT,61
10,2021,DELAWARE,66.4
10,2021,FLORIDA,77.6
10,2021,GEORGIA,70.4
10,2021,IDAHO,51.2
10,2021,ILLINOIS,64.9
10,2021,INDIANA,64.3
10,2021,IOWA,61
10,2021,KANSAS,66.2
10,2021,KENTUCKY,65.6
10,2021,LOUISIANA,74.2
10,2021,MAINE,54.6
10,2021,MARYLAND,66.2
10,2021,MASSACHUSETTS,60.6
10,2021,MICHIGAN,58.3
10,2021,MINNESOTA,56.6
10,2021,MISSISSIPPI,71.7
10,2021,MISSOURI,66
10,2021,MONTANA,51.9
10,2021,NEBRASKA,60.4
10,2021,NEVADA,57.6
10,2021,NEW HAMPSHIRE,56.2
10,2021,NEW JERSEY,64.9
10,2021,NEW MEXICO,61.9
10,2021,NEW YORK,58.3
10,2021,NORTH CAROLINA,67.4
10,2021,NORTH DAKOTA,55.4
10,2021,OHIO,63.6
10,2021,OKLAHOMA,70.6
10,2021,OREGON,53.5
10,2021,PENNSYLVANIA,61
10,2021,RHODE ISLAND,62.6
10,2021,SOUTH CAROLINA,70
10,2021,SOUTH DAKOTA,58
10,2021,TENNESSEE,66.5
10,2021,TEXAS,74
10,2021,UTAH,56.2
10,2021,VERMONT,55.4
10,2021,VIRGINIA,65.4
10,2021,WASHINGTON,52.3
10,2021,WEST VIRGINIA,62.4
10,2021,WISCONSIN,57.4
10,2021,WYOMING,51
11,2021,ALABAMA,59.8
11,2021,ARIZONA,57.9
11,2021,ARKANSAS,57.4
11,2021,CALIFORNIA,56.5
11,2021,COLORADO,44.2
11,2021,CONNECTICUT,48.9
11,2021,DELAWARE,54.1
11,2021,FLORIDA,69.4
11,2021,GEORGIA,59.8
11,2021,IDAHO,40.9
11,2021,ILLINOIS,50.6
11,2021,INDIANA,50.1
11,2021,IOWA,47.4
11,2021,KANSAS,52.8
11,2021,KENTUCKY,52.9
11,2021,LOUISIANA,64
11,2021,MAINE,42.8
11,2021,MARYLAND,53.6
11,2021,MASSACHUSETTS,48.6
11,2021,MICHIGAN,45.8
11,2021,MINNESOTA,41.8
11,2021,MISSISSIPPI,60.8
11,2021,MISSOURI,53.1
11,2021,MONTANA,41
11,2021,NEBRASKA,47.9
11,2021,NEVADA,47.4
11,2021,NEW HAMPSHIRE,44
11,2021,NEW JERSEY,52.4
11,2021,NEW MEXICO,51.6
11,2021,NEW YORK,45.9
11,2021,NORTH CAROLINA,56.1
11,2021,NORTH DAKOTA,40.6
11,2021,OHIO,50.4
11,2021,OKLAHOMA,57.8
11,2021,OREGON,44.8
11,2021,PENNSYLVANIA,48.4
11,2021,RHODE ISLAND,50.8
11,2021,SOUTH CAROLINA,59.1
11,2021,SOUTH DAKOTA,44.7
11,2021,TENNESSEE,54.5
11,2021,TEXAS,63.6
11,2021,UTAH,45.2
11,2021,VERMONT,42.9
11,2021,VIRGINIA,53.5
11,2021,WASHINGTON,43.2
11,2021,WEST VIRGINIA,50.2
11,2021,WISCONSIN,43.6
11,2021,WYOMING,40.2
12,2021,ALABAMA,54.6
12,2021,ARIZONA,50.7
12,2021,ARKANSAS,51.4
12,2021,CALIFORNIA,49.2
12,2021,COLORADO,36.5
12,2021,CONNECTICUT,39
12,2021,DELAWARE,44.6
12,2021,FLORIDA,64.9
12,2021,GEORGIA,54.6
12,2021,IDAHO,31.6
12,2021,ILLINOIS,40.5
12,2021,INDIANA,40.2
12,2021,IOWA,35.6
12,2021,KANSAS,43.9
12,2021,KENTUCKY,45.5
12,2021,LOUISIANA,59.6
12,2021,MAINE,29.8
12,2021,MARYLAND,44
12,2021,MASSACHUSETTS,38.4
12,2021,MICHIGAN,33.2
12,2021,MINNESOTA,25.2
12,2021,MISSISSIPPI,55.9
12,2021,MISSOURI,45.2
12,2021,MONTANA,27.8
12,2021,NEBRASKA,38.2
12,2021,NEVADA,38.8
12,2021,NEW HAMPSHIRE,32.4
12,2021,NEW JERSEY,42.5
12,2021,NEW MEXICO,44.8
12,2021,NEW YORK,34.8
12,2021,NORTH CAROLINA,49.4
12,2021,NORTH DAKOTA,23.4
12,2021,OHIO,40.4
12,2021,OKLAHOMA,50.8
12,2021,OREGON,37.2
12,2021,PENNSYLVANIA,38.4
12,2021,RHODE ISLAND,40.8
12,2021,SOUTH CAROLINA,53.1
12,2021,SOUTH DAKOTA,31.4
12,2021,TENNESSEE,48
12,2021,TEXAS,58.2
12,2021,UTAH,36.8
12,2021,VERMONT,31.2
12,2021,VIRGINIA,45.2
12,2021,WASHINGTON,34.7
12,2021,WEST VIRGINIA,41.8
12,2021,WISCONSIN,29.3
12,2021,WYOMING,31.3
